直播,#genre#
河源综合,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8
河源公共,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8
潮州综合,http://time-vod-qhlive.sobeylive.com/czbtv2019/czzhpd.m3u8
潮州民生,http://time-vod-qhlive.sobeylive.com/czbtv2019/czggpd.m3u8
揭阳综合,http://php.jdshipin.com:8880/tianma.php?id=jyzh
揭阳生活,http://php.jdshipin.com:8880/tianma.php?id=jysh
#触电代理#（部分频道失效，请自行测试）
广东卫视,http://php.jdshipin.com:8880/chudian.php?id=gdws
广东珠江,http://php.jdshipin.com:8880/chudian.php?id=gdzj
大湾区卫视,http://php.jdshipin.com:8880/chudian.php?id=nfws
广东民生,http://php.jdshipin.com:8880/chudian.php?id=gdms
广东新闻,http://php.jdshipin.com:8880/chudian.php?id=gdxw
广东经济科教,http://php.jdshipin.com:8880/chudian.php?id=gdjjkj
广东体育,http://php.jdshipin.com:8880/chudian.php?id=gdty
广东少儿,http://183.63.15.42:9901/tsfile/live/37342_1.m3u8?key=txiptv
广东少儿,http://php.jdshipin.com:8880/chudian.php?id=gdse
广东影视,http://php.jdshipin.com:8880/chudian.php?id=gdys
嘉佳卡通,http://php.jdshipin.com:8880/chudian.php?id=jjkt
广东国际,http://php.jdshipin.com:8880/chudian.php?id=gdgj
广东移动,http://php.jdshipin.com:8880/chudian.php?id=gdyd
广东综艺4K,http://php.jdshipin.com:8880/chudian.php?id=gdzy
GRTN文化频道,https://glive.grtn.cn/live/wenhua_test0203.m3u8
肇庆综合,http://php.jdshipin.com:8880/chudian.php?id=zqzh
肇庆公共,http://php.jdshipin.com:8880/chudian.php?id=zqgg
惠州新闻综合,http://php.jdshipin.com:8880/chudian.php?id=hzxw
清远综合,http://php.jdshipin.com:8880/chudian.php?id=qyzh
梅州综合,http://php.jdshipin.com:8880/chudian.php?id=mzzh
河源综合,http://php.jdshipin.com:8880/chudian.php?id=hyzh
河源公共,http://php.jdshipin.com:8880/chudian.php?id=hygg
连平台,http://php.jdshipin.com:8880/chudian.php?id=lpzh
阳江-1,http://php.jdshipin.com:8880/chudian.php?id=yjtv1
阳江-2,http://php.jdshipin.com:8880/chudian.php?id=yjtv2
惠东综合,http://php.jdshipin.com:8880/chudian.php?id=hdzh
开平综合,http://php.jdshipin.com:8880/chudian.php?id=kpzh
开平生活,http://php.jdshipin.com:8880/chudian.php?id=kpsh
四会新闻综合,http://php.jdshipin.com:8880/chudian.php?id=shzh
广宁综合,http://php.jdshipin.com:8880/chudian.php?id=gnzh
工布江达县广播电视台,http://php.jdshipin.com:8880/chudian.php?id=gbjd
化州综合,http://php.jdshipin.com:8880/chudian.php?id=hzzh
鹤山综合,http://php.jdshipin.com:8880/chudian.php?id=hszh
廉江综合,http://php.jdshipin.com:8880/chudian.php?id=ljzh
英德新闻综合,http://php.jdshipin.com:8880/chudian.php?id=ydxw
清新综合,http://php.jdshipin.com:8880/chudian.php?id=qxzh
普宁综合,http://php.jdshipin.com:8880/chudian.php?id=pnzh
紫金综合,http://php.jdshipin.com:8880/chudian.php?id=zjzh
连州综合,http://php.jdshipin.com:8880/chudian.php?id=lzzh
阳春综合,http://php.jdshipin.com:8880/chudian.php?id=yczh
佛冈综合,http://php.jdshipin.com:8880/chudian.php?id=fgzh
怀集综合,http://php.jdshipin.com:8880/chudian.php?id=hjzh
惠阳电视台,http://php.jdshipin.com:8880/chudian.php?id=hytv
信宜综合,http://php.jdshipin.com:8880/chudian.php?id=xyzh
徐闻综合,http://php.jdshipin.com:8880/chudian.php?id=xwzh
阳西综合,http://php.jdshipin.com:8880/chudian.php?id=yxzh
台山台,http://php.jdshipin.com:8880/chudian.php?id=tstv
遂溪台,http://php.jdshipin.com:8880/chudian.php?id=sxtv
新会综合,http://php.jdshipin.com:8880/chudian.php?id=xhzh
罗定综合,http://php.jdshipin.com:8880/chudian.php?id=ldzh
和平综合,http://php.jdshipin.com:8880/chudian.php?id=hpzh
东源台,http://php.jdshipin.com:8880/chudian.php?id=dytv
吴川综合,http://php.jdshipin.com:8880/chudian.php?id=wczh
乐昌电视台,http://php.jdshipin.com:8880/chudian.php?id=lctv
潮安综合,http://php.jdshipin.com:8880/chudian.php?id=cazh
恩平综合,http://php.jdshipin.com:8880/chudian.php?id=epzh
番禺综合,http://video.epaper.pybtv.cn:8080/live/rtmp_live_demo.flv
广东文化,https://glive.grtn.cn/live/wenhua_test0203.m3u8
广东文化,https://glive.grtn.cn/live/wenhua_test0203.m3u8?auth_key=1612881417-0-0-bc7ddba066481bc805fc1e800654e721
河源公共,http://tmpstream.hyrtv.cn/hygg/playlist.m3u8?_upt=c9befc281606112199
河源公共,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8
河源综合,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8
河源综合,https://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8?_upt=f767206b1671099007
河源综艺,http://tmpstream.hyrtv.cn/xwzh/playlist.m3u8?_upt=407e01941606112151
南方卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u8?
韶关公共,https://www.sgmsw.cn/videos/tv/201805/1308/9P424TC5M000AFO13CXK6GN6BOA889D2/hls/live.m3u8
深圳东部,https://lglivepull.sznews.com/live/2646.m3u8
深圳龙岗,https://lglivepull.sznews.com/live/2647.m3u8
深圳众创,https://lglivepull.sznews.com/live/2645.m3u8
龙岗广播,https://lglivepull.sznews.com/live/2648.m3u8
阳江1,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_b3628000.m3u8
阳江1,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_w1166501356_b928000.m3u8
阳江2,https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_b3628000.m3u8
阳江2,https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_w551261166_b928000.m3u8
阳江公共,https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_b1152000.m3u8
阳江公共,https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_b928000.m3u8
阳江公共,https://live.yjtvw.com:8081/live/smil:yjtv2.smil/playlist.m3u8
阳江综合,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_b1152000.m3u8
阳江综合,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_b928000.m3u8
阳江综合,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/playlist.m3u8
广东电信,#genre#
CCTV1,http://14.216.222.112:8888/rtp/239.77.0.30:5146
CCTV1,http://14.216.222.112:8888/rtp/239.77.0.241:5146
CCTV1,http://14.216.222.112:8888/rtp/239.77.1.17:5146
CCTV1,http://14.216.222.112:8888/rtp/239.77.1.144:5146
CCTV1,http://14.216.222.112:8888/rtp/239.77.0.86:5146
CCTV1,http://14.216.222.112:8888/rtp/239.77.0.129:5146
CCTV2,http://14.216.222.112:8888/rtp/239.77.0.31:5146
CCTV2,http://14.216.222.112:8888/rtp/239.77.1.158:5146
CCTV2,http://14.216.222.112:8888/rtp/239.253.43.17:5146
CCTV2,http://14.216.222.112:8888/rtp/239.77.0.137:5146
CCTV3,http://14.216.222.112:8888/rtp/239.77.0.32:5146
CCTV3,http://14.216.222.112:8888/rtp/239.77.0.169:5146
CCTV3,http://14.216.222.112:8888/rtp/239.77.0.175:5146
CCTV4,http://14.216.222.112:8888/rtp/239.77.0.33:5146
CCTV4,http://14.216.222.112:8888/rtp/239.77.1.163:5146
CCTV4,http://14.216.222.112:8888/rtp/239.77.1.166:5146
CCTV4,http://14.216.222.112:8888/rtp/239.77.0.78:5146
CCTV4美洲,http://14.216.222.112:8888/rtp/239.253.43.121:5146
CCTV4欧洲,http://14.216.222.112:8888/rtp/239.253.43.120:5146
CCTV5,http://14.216.222.112:8888/rtp/239.77.0.34:5146
CCTV5,http://14.216.222.112:8888/rtp/239.77.0.170:5146
CCTV5,http://14.216.222.112:8888/rtp/239.77.0.177:5146
CCTV5+,http://14.216.222.112:8888/rtp/239.77.0.87:5146
CCTV5+,http://14.216.222.112:8888/rtp/239.77.1.31:5146
CCTV6,http://14.216.222.112:8888/rtp/239.77.0.35:5146
CCTV6,http://14.216.222.112:8888/rtp/239.77.0.171:5146
CCTV6,http://14.216.222.112:8888/rtp/239.77.0.178:5146
CCTV7,http://14.216.222.112:8888/rtp/239.77.0.36:5146
CCTV7,http://14.216.222.112:8888/rtp/239.77.1.159:5146
CCTV7,http://14.216.222.112:8888/rtp/239.77.1.167:5146
CCTV7,http://14.216.222.112:8888/rtp/239.77.0.138:5146
CCTV8,http://14.216.222.112:8888/rtp/239.77.0.37:5146
CCTV8,http://14.216.222.112:8888/rtp/239.77.0.172:5146
CCTV8,http://14.216.222.112:8888/rtp/239.77.0.181:5146
CCTV9,http://14.216.222.112:8888/rtp/239.77.0.38:5146
CCTV9,http://14.216.222.112:8888/rtp/239.77.1.160:5146
CCTV9,http://14.216.222.112:8888/rtp/239.77.1.168:5146
CCTV9,http://14.216.222.112:8888/rtp/239.77.0.135:5146
CCTV10,http://14.216.222.112:8888/rtp/239.77.0.39:5146
CCTV10,http://14.216.222.112:8888/rtp/239.77.1.113:5146
CCTV10,http://14.216.222.112:8888/rtp/239.77.1.169:5146
CCTV10,http://14.216.222.112:8888/rtp/239.77.0.134:5146
CCTV11,http://14.216.222.112:8888/rtp/239.77.0.40:5146
CCTV11,http://14.216.222.112:8888/rtp/239.77.1.42:5146
CCTV11,http://14.216.222.112:8888/rtp/239.77.1.238:5146
CCTV12,http://14.216.222.112:8888/rtp/239.77.0.41:5146
CCTV12,http://14.216.222.112:8888/rtp/239.77.1.109:5146
CCTV12,http://14.216.222.112:8888/rtp/239.77.1.170:5146
CCTV12,http://14.216.222.112:8888/rtp/239.77.0.136:5146
CCTV13,http://14.216.222.112:8888/rtp/239.77.0.42:5146
CCTV13,http://14.216.222.112:8888/rtp/239.77.0.188:5146
CCTV13,http://14.216.222.112:8888/rtp/239.253.43.196:5146
CCTV14,http://14.216.222.112:8888/rtp/239.77.0.43:5146
CCTV14,http://14.216.222.112:8888/rtp/239.77.1.161:5146
CCTV14,http://14.216.222.112:8888/rtp/239.77.1.171:5146
CCTV14,http://14.216.222.112:8888/rtp/239.77.0.133:5146
CCTV15,http://14.216.222.112:8888/rtp/239.77.0.44:5146
CCTV15,http://14.216.222.112:8888/rtp/239.77.1.11:5146
CCTV15,http://14.216.222.112:8888/rtp/239.77.1.239:5146
CCTV16,http://14.216.222.112:8888/rtp/239.77.0.165:5146
CCTV16,http://14.216.222.112:8888/rtp/239.77.1.76:5146
CCTV16,http://14.216.222.112:8888/rtp/239.77.1.98:5146
CCTV17,http://14.216.222.112:8888/rtp/239.77.0.115:5146
CCTV17,http://14.216.222.112:8888/rtp/239.77.1.121:5146
CCTV17,http://14.216.222.112:8888/rtp/239.77.0.198:5146
CCTV4K,http://14.216.222.112:8888/rtp/239.77.0.194:5146
CCTV4K,http://14.216.222.112:8888/rtp/239.77.0.174:5146
CCTV4K,http://14.216.222.112:8888/rtp/239.77.1.180:5146
CCTV8K,http://14.216.222.112:8888/rtp/239.253.43.106:5146
CGTN,http://14.216.222.112:8888/rtp/239.77.0.45:5146
CGTN,http://14.216.222.112:8888/rtp/239.77.1.27:5146
CGTN英语,http://14.216.222.112:8888/rtp/239.77.0.199:5146
CGTN Documentary,http://14.216.222.112:8888/rtp/239.253.43.122:5146
CGTN西班牙语,http://14.216.222.112:8888/rtp/239.77.0.221:5146
CGTN法语,http://14.216.222.112:8888/rtp/239.77.0.228:5146
CGTN阿拉伯语,http://14.216.222.112:8888/rtp/239.253.43.200:5146
CGTN俄语,http://14.216.222.112:8888/rtp/239.253.43.201:5146
湖南卫视,http://14.216.222.112:8888/rtp/239.77.1.5:5146
湖南卫视,http://14.216.222.112:8888/rtp/239.77.1.129:5146
湖南卫视,http://14.216.222.112:8888/rtp/239.77.0.88:5146
湖南卫视,http://14.216.222.112:8888/rtp/239.77.0.127:5146
浙江卫视,http://14.216.222.112:8888/rtp/239.77.1.33:5146
浙江卫视,http://14.216.222.112:8888/rtp/239.77.1.150:5146
浙江卫视,http://14.216.222.112:8888/rtp/239.77.0.89:5146
浙江卫视,http://14.216.222.112:8888/rtp/239.77.0.125:5146
江苏卫视,http://14.216.222.112:8888/rtp/239.77.1.18:5146
江苏卫视,http://14.216.222.112:8888/rtp/239.77.1.149:5146
江苏卫视,http://14.216.222.112:8888/rtp/239.77.0.90:5146
江苏卫视,http://14.216.222.112:8888/rtp/239.77.0.126:5146
东方卫视,http://14.216.222.112:8888/rtp/239.77.1.218:5146
东方卫视,http://14.216.222.112:8888/rtp/239.77.1.156:5146
东方卫视,http://14.216.222.112:8888/rtp/239.77.0.98:5146
安徽卫视,http://14.216.222.112:8888/rtp/239.77.1.92:5146
安徽卫视,http://14.216.222.112:8888/rtp/239.77.1.157:5146
安徽卫视,http://14.216.222.112:8888/rtp/239.77.0.183:5146
北京卫视,http://14.216.222.112:8888/rtp/239.77.1.4:5146
北京卫视,http://14.216.222.112:8888/rtp/239.77.1.151:5146
北京卫视,http://14.216.222.112:8888/rtp/239.77.0.91:5146
天津卫视,http://14.216.222.112:8888/rtp/239.77.1.141:5146
天津卫视,http://14.216.222.112:8888/rtp/239.77.1.182:5146
天津卫视,http://14.216.222.112:8888/rtp/239.77.0.97:5146
天津卫视,http://14.216.222.112:8888/rtp/239.77.0.131:5146
山东卫视,http://14.216.222.112:8888/rtp/239.77.1.142:5146
山东卫视,http://14.216.222.112:8888/rtp/239.77.1.153:5146
山东卫视,http://14.216.222.112:8888/rtp/239.77.0.94:5146
山东卫视,http://14.216.222.112:8888/rtp/239.77.0.132:5146
江西卫视,http://14.216.222.112:8888/rtp/239.77.1.219:5146
江西卫视,http://14.216.222.112:8888/rtp/239.77.0.149:5146
湖北卫视,http://14.216.222.112:8888/rtp/239.77.1.93:5146
湖北卫视,http://14.216.222.112:8888/rtp/239.77.1.174:5146
湖北卫视,http://14.216.222.112:8888/rtp/239.77.0.95:5146
湖北卫视,http://14.216.222.112:8888/rtp/239.77.0.128:5146
辽宁卫视,http://14.216.222.112:8888/rtp/239.77.1.103:5146
辽宁卫视 ,http://14.216.222.112:8888/rtp/239.77.0.123:5146
辽宁卫视,http://14.216.222.112:8888/rtp/239.77.0.161:5146
黑龙江卫视,http://14.216.222.112:8888/rtp/239.77.1.6:5146
黑龙江卫视,http://14.216.222.112:8888/rtp/239.77.1.179:5146
黑龙江卫视,http://14.216.222.112:8888/rtp/239.77.0.93:5146
黑龙江卫视,http://14.216.222.112:8888/rtp/239.77.0.124:5146
贵州卫视,http://14.216.222.112:8888/rtp/239.77.1.221:5146
贵州卫视,http://14.216.222.112:8888/rtp/239.77.0.230:5146
四川卫视,http://14.216.222.112:8888/rtp/239.77.1.215:5146
四川卫视,http://14.216.222.112:8888/rtp/239.77.0.159:5146
四川卫视,http://14.216.222.112:8888/rtp/239.77.0.163:5146
河南卫视,http://14.216.222.112:8888/rtp/239.77.1.229:5146
河南卫视,http://14.216.222.112:8888/rtp/239.77.0.17:5146
云南卫视,http://14.216.222.112:8888/rtp/239.253.43.37:5146
云南卫视,http://14.216.222.112:8888/rtp/239.253.43.100:5146
重庆卫视,http://14.216.222.112:8888/rtp/239.77.1.162:5146
重庆卫视,http://14.216.222.112:8888/rtp/239.77.0.182:5146
河北卫视,http://14.216.222.112:8888/rtp/239.77.1.214:5146
河北卫视,http://14.216.222.112:8888/rtp/239.77.0.148:5146
东南卫视,http://14.216.222.112:8888/rtp/239.77.1.104:5146
福建东南卫视,http://14.216.222.112:8888/rtp/239.77.0.146:5146
广西卫视,http://14.216.222.112:8888/rtp/239.253.43.36:5146
广西卫视,http://14.216.222.112:8888/rtp/239.77.0.139:5146
吉林卫视,http://14.216.222.112:8888/rtp/239.77.1.111:5146
吉林卫视,http://14.216.222.112:8888/rtp/239.77.0.150:5146
陕西卫视,http://14.216.222.112:8888/rtp/239.77.0.68:5146
陕西卫视,http://14.216.222.112:8888/rtp/239.77.1.54:5146
山西卫视,http://14.216.222.112:8888/rtp/239.77.0.69:5146
山西卫视,http://14.216.222.112:8888/rtp/239.77.1.74:5146
内蒙古卫视,http://14.216.222.112:8888/rtp/239.77.0.70:5146
内蒙古卫视,http://14.216.222.112:8888/rtp/239.77.1.55:5146
青海卫视,http://14.216.222.112:8888/rtp/239.77.0.71:5146
青海卫视,http://14.216.222.112:8888/rtp/239.77.1.70:5146
海南卫视,http://14.216.222.112:8888/rtp/239.253.43.35:5146
海南卫视,http://14.216.222.112:8888/rtp/239.253.43.101:5146
宁夏卫视,http://14.216.222.112:8888/rtp/239.77.0.73:5146
宁夏卫视,http://14.216.222.112:8888/rtp/239.77.1.47:5146
西藏卫视,http://14.216.222.112:8888/rtp/239.77.0.74:5146
西藏卫视,http://14.216.222.112:8888/rtp/239.77.1.49:5146
新疆卫视,http://14.216.222.112:8888/rtp/239.77.0.75:5146
新疆卫视,http://14.216.222.112:8888/rtp/239.77.1.53:5146
甘肃卫视,http://14.216.222.112:8888/rtp/239.77.1.57:5146
甘肃卫视,http://14.216.222.112:8888/rtp/239.77.0.189:5146
兵团卫视,http://14.216.222.112:8888/rtp/239.77.0.77:5146
兵团卫视,http://14.216.222.112:8888/rtp/239.77.1.80:5146
厦门卫视,http://14.216.222.112:8888/rtp/239.77.0.96:5146
三沙卫视,http://14.216.222.112:8888/rtp/239.77.1.117:5146
三沙卫视,http://14.216.222.112:8888/rtp/239.253.43.113:5146
吉林延边卫视,http://14.216.222.112:8888/rtp/239.77.0.10:5146
延边卫视,http://14.216.222.112:8888/rtp/239.77.1.99:5146
兵器科技,http://14.216.222.112:8888/rtp/239.253.43.18:5146
兵器科技,http://14.216.222.112:8888/rtp/239.253.43.9:5146
电视指南,http://14.216.222.112:8888/rtp/239.253.43.19:5146
电视指南,http://14.216.222.112:8888/rtp/239.253.43.10:5146
风云足球,http://14.216.222.112:8888/rtp/239.253.43.20:5146
风云足球,http://14.216.222.112:8888/rtp/239.253.43.14:5146
央视台球,http://14.216.222.112:8888/rtp/239.253.43.21:5146
央视台球,http://14.216.222.112:8888/rtp/239.253.43.11:5146
高尔夫网球,http://14.216.222.112:8888/rtp/239.253.43.22:5146
高尔夫网球,http://14.216.222.112:8888/rtp/239.253.43.12:5146
女性时尚,http://14.216.222.112:8888/rtp/239.253.43.23:5146
女性时尚,http://14.216.222.112:8888/rtp/239.253.43.8:5146
世界地理,http://14.216.222.112:8888/rtp/239.253.43.24:5146
世界地理,http://14.216.222.112:8888/rtp/239.253.43.7:5146
怀旧剧场,http://14.216.222.112:8888/rtp/239.253.43.25:5146
怀旧剧场,http://14.216.222.112:8888/rtp/239.253.43.5:5146
风云剧场,http://14.216.222.112:8888/rtp/239.253.43.26:5146
风云剧场,http://14.216.222.112:8888/rtp/239.253.43.16:5146
央视文化精品,http://14.216.222.112:8888/rtp/239.253.43.27:5146
央视文化精品,http://14.216.222.112:8888/rtp/239.253.43.13:5146
第一剧场,http://14.216.222.112:8888/rtp/239.253.43.28:5146
第一剧场,http://14.216.222.112:8888/rtp/239.253.43.15:5146
风云音乐,http://14.216.222.112:8888/rtp/239.253.43.29:5146
风云音乐,http://14.216.222.112:8888/rtp/239.253.43.6:5146
老故事,http://14.216.222.112:8888/rtp/239.77.0.220:5146
老故事,http://14.216.222.112:8888/rtp/239.77.1.197:5146
中学生,http://14.216.222.112:8888/rtp/239.77.1.195:5146
发现之旅,http://14.216.222.112:8888/rtp/239.77.1.112:5146
CHC高清电影,http://14.216.222.112:8888/rtp/239.77.0.27:5146
卡酷少儿,http://14.216.222.112:8888/rtp/239.77.0.79:5146
卡酷少儿,http://14.216.222.112:8888/rtp/239.77.1.50:5146
金鹰卡通,http://14.216.222.112:8888/rtp/239.77.0.80:5146
金鹰卡通,http://14.216.222.112:8888/rtp/239.77.1.52:5146
金鹰卡通,http://14.216.222.112:8888/rtp/239.77.0.164:5146
哈哈炫动,http://14.216.222.112:8888/rtp/239.77.0.81:5146
哈哈炫动,http://14.216.222.112:8888/rtp/239.77.1.139:5146
优漫卡通,http://14.216.222.112:8888/rtp/239.77.0.222:5146
优漫卡通,http://14.216.222.112:8888/rtp/239.77.1.79:5146
CETV-1,http://14.216.222.112:8888/rtp/239.77.1.222:5146
中国教育-1,http://14.216.222.112:8888/rtp/239.77.0.200:5146
CETV-2,http://14.216.222.112:8888/rtp/239.77.0.28:5146
CETV-2,http://14.216.222.112:8888/rtp/239.77.1.69:5146
CETV-4,http://14.216.222.112:8888/rtp/239.77.1.200:5146
CETV-4,http://14.216.222.112:8888/rtp/239.253.43.40:5146
CETV-4,http://14.216.222.112:8888/rtp/239.253.43.114:5146
早期教育,http://14.216.222.112:8888/rtp/239.77.0.180:5146
山东教育,http://14.216.222.112:8888/rtp/239.77.0.83:5146
山东教育卫视,http://14.216.222.112:8888/rtp/239.77.1.35:5146
财富天下,http://14.216.222.112:8888/rtp/239.77.0.113:5146
财富天下,http://14.216.222.112:8888/rtp/239.77.1.81:5146
中国交通,http://14.216.222.112:8888/rtp/239.77.1.249:5146
中国天气,http://14.216.222.112:8888/rtp/239.77.1.143:5146
茶,http://14.216.222.112:8888/rtp/239.77.0.15:5146
茶频道,http://14.216.222.112:8888/rtp/239.77.1.207:5146
快乐垂钓,http://14.216.222.112:8888/rtp/239.77.0.145:5146
快乐垂钓,http://14.216.222.112:8888/rtp/239.77.1.119:5146
金鹰纪实,http://14.216.222.112:8888/rtp/239.77.1.217:5146
金鹰纪实,http://14.216.222.112:8888/rtp/239.77.0.160:5146
金鹰纪实,http://14.216.222.112:8888/rtp/239.77.0.162:5146
上海纪实,http://14.216.222.112:8888/rtp/239.77.1.216:5146
上海纪实,http://14.216.222.112:8888/rtp/239.77.0.147:5146
环球奇观,http://14.216.222.112:8888/rtp/239.77.1.198:5146
书画频道,http://14.216.222.112:8888/rtp/239.77.1.115:5146
优优宝贝,http://14.216.222.112:8888/rtp/239.77.1.193:5146
优优宝贝,http://14.216.222.112:8888/rtp/239.253.43.39:5146
中华特产,http://14.216.222.112:8888/rtp/239.77.1.204:5146
四海钓鱼,http://14.216.222.112:8888/rtp/239.77.1.137:5146
环球旅游,http://14.216.222.112:8888/rtp/239.77.1.202:5146
生态环境,http://14.216.222.112:8888/rtp/239.77.1.201:5146
生态环境,http://14.216.222.112:8888/rtp/239.253.43.42:5146
车迷频道,http://14.216.222.112:8888/rtp/239.77.1.203:5146
车迷频道,http://14.216.222.112:8888/rtp/239.253.43.41:5146
新动漫,http://14.216.222.112:8888/rtp/239.77.1.136:5146
求索纪录,http://14.216.222.112:8888/rtp/239.77.0.21:5146
求索生活,http://14.216.222.112:8888/rtp/239.77.0.153:5146
梨园频道,http://14.216.222.112:8888/rtp/239.77.1.100:5146
武术世界,http://14.216.222.112:8888/rtp/239.77.1.108:5146
文物宝库,http://14.216.222.112:8888/rtp/239.77.1.120:5146
国学,http://14.216.222.112:8888/rtp/239.77.0.226:5146
国学频道,http://14.216.222.112:8888/rtp/239.77.1.105:5146
先锋乒羽,http://14.216.222.112:8888/rtp/239.77.1.208:5146
汽摩,http://14.216.222.112:8888/rtp/239.77.0.209:5146
汽摩(1047x576),http://14.216.222.112:8888/rtp/239.77.1.205:5146
天元围棋,http://14.216.222.112:8888/rtp/239.253.43.98:5146
证券服务,http://14.216.222.112:8888/rtp/239.77.1.135:5146
证券服务,http://14.216.222.112:8888/rtp/239.253.43.58:5146
IPTV1,http://14.216.222.112:8888/rtp/239.77.1.75:5146
IPTV2,http://14.216.222.112:8888/rtp/239.77.1.63:5146
爱综艺,http://14.216.222.112:8888/rtp/239.77.0.107:5146
爱综艺,http://14.216.222.112:8888/rtp/239.77.1.78:5146
IPTV3,http://14.216.222.112:8888/rtp/239.77.1.64:5146
IPTV4,http://14.216.222.112:8888/rtp/239.77.1.56:5146
爱体育,http://14.216.222.112:8888/rtp/239.77.0.108:5146
爱体育,http://14.216.222.112:8888/rtp/239.77.1.77:5146
爱体育,http://14.216.222.112:8888/rtp/239.77.0.176:5146
爱体育,http://14.216.222.112:8888/rtp/239.77.1.116:5146
爱电影,http://14.216.222.112:8888/rtp/239.77.0.103:5146
爱电影,http://14.216.222.112:8888/rtp/239.77.1.138:5146
爱大剧,http://14.216.222.112:8888/rtp/239.77.0.105:5146
爱大剧,http://14.216.222.112:8888/rtp/239.77.1.82:5146
IPTV谍战剧场,http://14.216.222.112:8888/rtp/239.77.0.99:5146
IPTV谍战剧场,http://14.216.222.112:8888/rtp/239.77.1.83:5146
IPTV相声小品,http://14.216.222.112:8888/rtp/239.77.0.100:5146
IPTV相声小品,http://14.216.222.112:8888/rtp/239.77.1.84:5146
IPTV野外,http://14.216.222.112:8888/rtp/239.77.0.101:5146
IPTV野外,http://14.216.222.112:8888/rtp/239.77.1.85:5146
IPTV法治,http://14.216.222.112:8888/rtp/239.77.0.102:5146
IPTV法治,http://14.216.222.112:8888/rtp/239.77.1.86:5146
魅力时尚,http://14.216.222.112:8888/rtp/239.77.0.110:5146
IPTV魅力时尚,http://14.216.222.112:8888/rtp/239.77.1.88:5146
经典电影,http://14.216.222.112:8888/rtp/239.77.0.104:5146
IPTV经典电影,http://14.216.222.112:8888/rtp/239.77.1.89:5146
热播剧场,http://14.216.222.112:8888/rtp/239.77.0.106:5146
IPTV热播剧场,http://14.216.222.112:8888/rtp/239.77.1.90:5146
少儿动画,http://14.216.222.112:8888/rtp/239.77.0.109:5146
IPTV少儿动画,http://14.216.222.112:8888/rtp/239.77.1.91:5146
IPTV收视指南,http://14.216.222.112:8888/rtp/239.77.0.111:5146
EBU,http://14.216.222.112:8888/rtp/239.253.43.165:5146
PPTV-1,http://14.216.222.112:8888/rtp/239.77.1.183:5146
PPTV-2,http://14.216.222.112:8888/rtp/239.77.1.184:5146
Unknown,http://14.216.222.112:8888/rtp/239.77.0.119:5146
九屏同播,http://14.216.222.112:8888/rtp/239.77.1.234:5146
四屏同播,http://14.216.222.112:8888/rtp/239.77.1.107:5146
广东IPTV广告,http://14.216.222.112:8888/rtp/239.77.0.232:5146
广东IPTV广告,http://14.216.222.112:8888/rtp/239.77.0.233:5146
广东IPTV广告,http://14.216.222.112:8888/rtp/239.77.0.240:5146
广东卫视,http://14.216.222.112:8888/rtp/239.77.0.2:5146
广东卫视,http://14.216.222.112:8888/rtp/239.77.1.19:5146
广东卫视,http://14.216.222.112:8888/rtp/239.77.1.152:5146
广东卫视,http://14.216.222.112:8888/rtp/239.77.0.84:5146
广东卫视,http://14.216.222.112:8888/rtp/239.77.0.166:5146
广东珠江,http://14.216.222.112:8888/rtp/239.77.0.3:5146
广东珠江,http://14.216.222.112:8888/rtp/239.77.1.94:5146
广东珠江,http://14.216.222.112:8888/rtp/239.77.0.1:5146
广东珠江,http://14.216.222.112:8888/rtp/239.77.0.114:5146
广东新闻,http://14.216.222.112:8888/rtp/239.77.0.4:5146
广东新闻,http://14.216.222.112:8888/rtp/239.77.0.173:5146
广东民生,http://14.216.222.112:8888/rtp/239.77.0.5:5146
广东民生,http://14.216.222.112:8888/rtp/239.77.0.225:5146
广东体育,http://14.216.222.112:8888/rtp/239.77.0.6:5146
广东体育(深圳),http://14.216.222.112:8888/rtp/239.77.1.97:5146
广东体育,http://14.216.222.112:8888/rtp/239.77.0.112:5146
广东体育,http://14.216.222.112:8888/rtp/239.77.0.168:5146
经济科教,http://14.216.222.112:8888/rtp/239.77.0.8:5146
经济科教,http://14.216.222.112:8888/rtp/239.77.0.85:5146
经济科教,http://14.216.222.112:8888/rtp/239.77.0.167:5146
大湾区卫视,http://14.216.222.112:8888/rtp/239.77.0.9:5146
